id,referencia,score_calidad,etapa_comercial,tipo_oportunidad,sectores,materiales_detectados,precio_formateado,entidad,departamento,ciudad,modalidad,contratista_nombre,contratista_nit,accion_sugerida,url_secop,descripcion
CO1.REQ.11035001,S016-2026,66,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Energía Solar & Alumbrado Público,fotovoltaico,"$373,931,871 COP",ANTIOQUIA  EMPRESA DE SERVICIOS RETIRAR S.A E.S.P - EL RETIRO,No Definido,No Definido,Contratación régimen especial,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10889964,"PRESTACION DE SERVICIOS PARA EL DESARROLLO, SUMINISTRO, INSTALACIÓN, PUESTA EN FUNCIONAMIENTO Y LEGALIZACIÓN DE UN SISTEMA SOLAR FOTOVOLTAICO PARA EL FORTALECIMIENTO DE LA RESILIENCIA ENERGÉTICA Y LA SEGURIDAD HÍDRICA DEL ACUEDUCTO MULTIVEREDAL OPERA"
CO1.REQ.10370236,SASI-002-2026,65,Proceso Activo (Evaluación),Monitoreo Comercial,Energía Solar & Alumbrado Público,"sistema fotovoltaico, fotovoltaico","$270,000,014 COP",ITTHUILA,Huila,Rivera,Selección abreviada subasta inversa,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10230160,"SUMINISTRO, INSTALACIÓN Y PUESTA EN MARCHA DE UN SISTEMA FOTOVOLTAICO PARA EL INSTITUTO DE TRANSPORTE Y TRANSITO DEL HUILA"
CO1.REQ.11029830,S.A.S.I 011DE 2026 (Presentación de oferta),65,Proceso Activo (Evaluación),Monitoreo Comercial,HORECA & Maquinaria Gastronómica,"alimentación escolar, pae","$248,002,944 COP",ALCALDIA MUNICIPIO DE JARDÍN,Antioquia,Jardín,Selección abreviada subasta inversa,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10883453,"Contrato de suministro de alimentos incluido la contratación de manipuladoras de estos para la operación y ejecución del Programa de Alimentación Escolar PAE 2026 de la matrícula oficial del municipio de Jardín Antioquia, además de actividades operat"
CO1.REQ.10988128,S.A.S.I 011DE 2026,65,Proceso Activo (Evaluación),Monitoreo Comercial,HORECA & Maquinaria Gastronómica,"alimentación escolar, pae","$248,002,944 COP",ALCALDIA MUNICIPIO DE JARDÍN,Antioquia,Jardín,Selección abreviada subasta inversa,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10842309,"Contrato de suministro de alimentos incluido la contratación de manipuladoras de estos para la operación y ejecución del Programa de Alimentación Escolar PAE 2026 de la matrícula oficial del municipio de Jardín Antioquia, además de actividades operat"
CO1.REQ.1877057,SJP-PE-ESAL-002/2021,65,Borrador de Pliegos,Oportunidad Pre-Licitación,HORECA & Maquinaria Gastronómica,"alimentación escolar, pae","$207,908,200 COP",MUNICIPIO DE SAN JOSE DEL PALMAR,Chocó,San José Del Palmar,Contratación régimen especial (con ofertas),No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,AUNAR ESFUERZOS ENTRE UNA ENTIDAD SIN ANIMO DE LUCRO Y EL MUNICIPIO DE SAN JOSÉ DEL PALMAR PARA IMPLEMENTAR EL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE DE ACUERDO CON LOS LINEAMIENTOS TECNICO ADMINISTRATIVOS EN DESARROLLO DEL PROGRAMA DE ALIMENTACION ESC
CO1.REQ.11026485,CI-SECRD-007-2026,65,Proceso Activo (Seleccionado),Monitoreo Comercial,HORECA & Maquinaria Gastronómica,"alimentación escolar, pae","$204,586,552 COP",ALCALDIA MUNICIPAL SAN PEDRO DE URABA,Antioquia,San Pedro De Uraba,Contratación directa,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10880357,"FORTALECIMIENTO EN LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - (PAE) CON ENFOQUE DIFERENCIAL EN PUEBLOS INDÍGENAS, ATENDIENDO PAGO A PERSONAL MANIPULADOR DE ALIMENTOS, TRASPORTE, KIT DE ASEO, GAS PROPANO, COMPRA Y DISTRIBUCIÓN DE VÍVERES EN L"
CO1.REQ.11019723,SAMC-002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),65,Proceso Activo (Abierto),Monitoreo Comercial,HORECA & Maquinaria Gastronómica,"alimentación escolar, pae","$178,330,859 COP",ALCALDIA MUNICIPIO DE BETANIA,Antioquia,Betania,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10873532,"Implementar el programa de alimentación escolar- PAE, para los niños, niñas y adolescentes de la matrícula oficial del Municipio de Betania - Antioquia para la vigencia 2026 - 2 ."
CO1.REQ.10996158,SAMC-002-2026 (Manifestación de interés (Menor Cuantía)),65,Proceso Activo (Evaluación),Monitoreo Comercial,HORECA & Maquinaria Gastronómica,"alimentación escolar, pae","$178,330,859 COP",ALCALDIA MUNICIPIO DE BETANIA,Antioquia,Betania,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10850289,"Implementar el programa de alimentación escolar- PAE, para los niños, niñas y adolescentes de la matrícula oficial del Municipio de Betania - Antioquia para la vigencia 2026 - 2 ."
CO1.REQ.11025488,190-CONV-016-2026,65,Borrador de Pliegos,Oportunidad Pre-Licitación,Energía Solar & Alumbrado Público,"alumbrado público, energía solar","$156,492,023 COP",MUNICIPIO EL CARMEN DE VIBORAL,Antioquia,El Carmen De Viboral,Contratación Directa (con ofertas),No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,"CONTRATO INTERADMINISTRATIVO DE ADMINISTRACIÓN DELEGADA PARA LA IMPLEMENTACIÓN DE SISTEMAS DE ALUMBRADO PÚBLICO SOSTENIBLE BASADOS EN ENERGÍA SOLAR, ORIENTADOS A FORTALECER LA COBERTURA Y SATISFACER LAS NECESIDADES DE ILUMINACIÓN EN LAS VÍAS RURALES "
CO1.REQ.11037818,SPO-002-2026,65,Licitación Abierta (En Ofertas),Oportunidad de Alianza / Cotización,Energía Solar & Alumbrado Público,"energia solar, fotovoltaica","$57,077,083 COP",COMPAÑIA ENERGETICA DEL CARIBE S.A.S. ESP,Córdoba,Montería,Contratación régimen especial,No Definido,No Definido,Compartir la oportunidad con clientes aliados para que presenten oferta incluyendo nuestros suministros.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10892161,"INTERVENTORIA TÉCNICA, ADMINISTRATIVA, FINANCIERA, CONTABLE Y JURIDICA AL PROYECTO DE  CONSTRUCCIÓN DE SISTEMAS DE ENERGIA SOLAR FOTOVOLTAICA EN ZONAS RURALES DEL MUNICIPIO DE SAN ANTONIO DE PALMITO, DEPARTAMENTO DE SUCRE"
CO1.REQ.5280445,UPIT-LP-01-2023,64,Borrador de Pliegos,Oportunidad Pre-Licitación,HORECA & Maquinaria Gastronómica,alimentación escolar,"$40,367,440,181 COP",UNIDAD DE PLANEACIÓN DE INFRAESTRUCTURA DE TRANSPORTE,Distrito Capital de Bogotá,Bogotá,Licitación pública,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,"DESARROLLAR EL PROGRAMA DE ALIMENTACIÓN ESCOLAR, A TRAVÉS DEL CUAL SE BRINDA UN COMPLEMENTO ALIMENTARIO, A NIÑOS, NIÑAS Y ADOLESCENTES REGISTRADOS EN EL SISTEMA INTEGRADO DE MATRICULA SIMAT DE MUNIC"
CO1.REQ.10299438,xxx-xxx,64,Borrador de Pliegos,Oportunidad Pre-Licitación,HORECA & Maquinaria Gastronómica,alimentación escolar,"$4,683,881,881 COP",ALCALDIA MUNICIPIO DE ARAUCA,Arauca,Arauca,Selección abreviada subasta inversa,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,"APOYO AL PROGRAMA DE ALIMENTACIÓN ESCOLAR PARA LOS ESTUDIANTES DE LAS SEDES EDUCATIVAS OFICIALES DE LA ZONA URBANA EN EL MUNICIPIO DE ARAUCA, DEPARTAMENTO DE ARAUCA"
CO1.REQ.10369770,GCSJ-CM-005-2026 (Presentación de oferta),64,Proceso Activo (Abierto),Monitoreo Comercial,HORECA & Maquinaria Gastronómica,alimentación escolar,"$2,823,224,724 COP",DEPARTAMENTO DEL META,Meta,Villavicencio,Concurso de méritos abierto,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10226921,"INTERVENTORÍA TÉCNICA, ADMINISTRATIVA, FINANCIERA Y JURÍDICA A LA PRESTACIÓN DEL SERVICIO PARA LA IMPLEMENTACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR A TRAVÉS DEL SUMINISTRO DE COMPLEMENTOS ALIMENTARIOS Y SERVICIO DE ALIMENTACIÓN EN RESIDENCIAS ESCOL"
CO1.REQ.11030288,CMA-0008-2026,64,Borrador de Pliegos,Oportunidad Pre-Licitación,HORECA & Maquinaria Gastronómica,pae,"$2,240,740,346 COP",DEPARTAMENTO DEL ATLANTICO**,Atlántico,Barranquilla,Concurso de méritos abierto,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10884682,"INTERVENTORIA TECNICA, ADMINISTRATIVA, FINANCIERA Y JURIDICA PARA EL PROYECTO FORTALECIMIENTO DEL PROGRAMA DE ALIMENTACION ESCOLAR - PAE PARA LA ATENCION DE NIÑOS, NIÑAS Y ADOLESCENTES MATRICULADOS EN LOS ESTABLECIMIENTOS EDUCATIVOS OFICIALES DE LOS "
CO1.REQ.11064677,CI-024-2026-SE,64,Proceso Activo (Seleccionado),Monitoreo Comercial,HORECA & Maquinaria Gastronómica,pae,"$1,031,298,900 COP",MUNICIPIO DE ANDES,Antioquia,Andes,Contratación directa,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10920595,"REALIZAR ACTIVIDADES OPERATIVAS, LOGISTICAS Y DE PRESTACIÓN DEL SERVICIO PARA LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACION ESCOLAR (PAE), A TRAVES DEL CUAL SE BRINDA UN COMPLEMENTO ALIMENTARIO A LOS NIÑOS, NIÑAS Y ADOLESCENTES CON MATRICULA OFICIAL DEL "
CO1.REQ.11067977,OP016-2026,63,Proceso Activo (Seleccionado),Monitoreo Comercial,Energía Solar & Alumbrado Público,alumbrado público,"$13,153,903,873 COP",ASOCIACIÓN DE MUNICIPIOS DEL NORTE ANTIOQUEÑO- AMUNORTE,Antioquia,Medellín,Contratación directa,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10924347,CONTRATO DE OBRA PARA LA AMPLIACIÓN DEL ALUMBRADO PÚBLICO CON TECNOLOGÍA SOLAR Y MONITOREO DE ALTA TECNOLOGÍA EN BURITICÁ ANTIOQUIA. UNA ESTRATEGIA DE TRANSICIÓN ENERGÉTICA Y DESARROLLO REGIONAL MEDIANTE EL SUMINISTRO E INSTALACIÓN DE LUMINARIAS SOLA
CO1.REQ.9039867,1.350-12.13-0435.2025,63,Borrador de Pliegos,Oportunidad Pre-Licitación,Acero & Metalmecánica,estructuras metálicas,"$10,860,528,438 COP",DEPARTAMENTO DEL VALLE DEL CAUCA - SECRETARIA DE TURISMO,Valle del Cauca,Cali,Licitación pública Obra Publica,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,"OBRA PÚBLICA PARA LA CONSTRUCCIÓN DEL BIOPARQUE  PUERTA DE ALCALÁ  EN EL MUNICIPIO DE ALCALÁ - VALLE DEL CAUCA, QUE INCLUYE OBRAS DE URBANISMO, PAISAJISMO, ESTRUCTURAS METÁLICAS, SENDEROS, PLAZOLETAS, RAMPAS, TERRAZAS MIRADOR Y JARDINES TEMÁTICOS, EN"
CO1.REQ.8273614,IPMYC-002-2021,63,Borrador de Pliegos,Oportunidad Pre-Licitación,Energía Solar & Alumbrado Público,energía solar,"$10,460,428,930 COP",EMPRESA DE SERVICIOS PUBLICOS DE PUERTO LEGUIZAMO,Putumayo,Leguízamo,Contratación régimen especial,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,"IMPLEMENTACIÓN DE SISTEMAS DE ENERGÍA SOLAR FOTOVOLTAICAS EN POBLACIONES NO INTERCONECTADAS Y DISPERSAS EN LOS MUNICIPIOS DE ORITO, PUERTO LEGUIZAMO, VILLAGAZON EN EL DEPARTAMENTO DEL PUTUMAYO Y EN EL MPIO DE SOLANO EN EL DEPARTAMENTO DE CAQUETÁ"
CO1.REQ.10958166,ARI.LP-021-2026,63,Proceso Activo (Evaluación),Monitoreo Comercial,Energía Solar & Alumbrado Público,fotovoltaica,"$5,669,365,005 COP",ARAUCA ILUMINADA SAS ESP,Arauca,Arauca,Licitación pública Obra Publica,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10820151,"IMPLEMENTACIÓN DE SISTEMAS DE ENERGÍA FOTOVOLTAICA EN INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE TAME, DEPARTAMENTO DE ARAUCA"
CO1.REQ.10832415,OBR-SCC-020-2026,63,Borrador de Pliegos,Oportunidad Pre-Licitación,Energía Solar & Alumbrado Público,alumbrado publico,"$5,273,964,566 COP",FINVERPAZ,Norte de Santander,Ocaña,Contratación régimen especial,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,CONSTRUCCION DEL ALUMBRADO PUBLICO SOLAR EN EL MUNICIPIO DE NOROSI BOLIVAR.
CO1.REQ.10350460,LP-003-2026,63,Proceso Activo (Evaluación),Monitoreo Comercial,Energía Solar & Alumbrado Público,fotovoltaica,"$5,027,719,696 COP",CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y DEL SAN JORGE - CVS,Córdoba,No Definido,Licitación pública Obra Publica,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10207487,CONSTRUCCIÓN DE POZOS PROFUNDOS ACCIONADOS CON ENERGÍA FOTOVOLTAICA COMO APORTE A LA TRANSICIÓN ENERGÉTICA Y LA REDUCCIÓN DE LAS EMISIONES DE GEI EN EL DEPARTAMENTO DE CÓRDOBA
CO1.REQ.741620,056,63,Borrador de Pliegos,Oportunidad Pre-Licitación,Energía Solar & Alumbrado Público,paneles solares,"$3,900,000,000 COP",EMPRESA DE SERVICIOS PUBLICOS DE PUERTO LEGUIZAMO,Putumayo,Leguízamo,Contratación régimen especial (con ofertas),No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,INSTALACION DE PANELES SOLARES
CO1.REQ.11034237,SVO-2026-071,63,Proceso Activo (Evaluación),Monitoreo Comercial,Energía Solar & Alumbrado Público,alumbrado publico,"$1,803,335,484 COP",EMPRESA DE SERVICIO DE ALUMBRADO PUBLICO DE YOPAL S.A.S. E.S.P.,Casanare,Yopal,Contratación régimen especial,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10888332,"AMPLIACIÓN DE LA COBERTURA DEL SISTEMA DE ALUMBRADO PUBLICO EN LA CALLEJUELA 4 DEL CORREGIMIENTO TACARIMENA Y LA CARRERA 34 ENTRE CALLE 11 Y 19A, DE LA VIA SIRIVANA DEL MUNICIPIO DE YOPAL, DEPARTAMENTO DE CASANARE."
CO1.REQ.5452645,127-2023,63,Borrador de Pliegos,Oportunidad Pre-Licitación,Energía Solar & Alumbrado Público,alumbrado público,"$1,749,317,397 COP",EMPRESA DE ENERGIA DEL GUAINIA LA CEIBA S.A. E.S.P,Guainía,Inírida,Contratación régimen especial,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,"CONSTRUCCIÓN DE ALUMBRADO PÚBLICO RURAL, CON ENERGÍAS RENOVABLES EN LAS COMUNIDADES INDÍGENAS DE CARPINTERO, CHATARE, PARAÍSO, PICURE Y MURCIÉLAGO DEL MUNICIPIO DE BARRANCOMINAS, GUAINÍA."
CO1.REQ.4611750,900-AA-0228-2023,63,Borrador de Pliegos,Oportunidad Pre-Licitación,Energía Solar & Alumbrado Público,alumbrado público,"$1,678,452,300 COP",EMPRESAS MUNICIPALES DE CALI,Valle del Cauca,Cali,Contratación régimen especial,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,"Realizar el alquiler de la licencia del Software SIAP para la gestión de la administración, operación, mantenimiento, expansión y modernización del sistema de alumbrado público del Distrito de Santiago de Cali."
CO1.REQ.10353626,LP-003-2026,63,Proceso Activo (Evaluación),Monitoreo Comercial,Acero & Metalmecánica,estructura metalica,"$1,395,850,349 COP",MUNICIPIO DE AGUA DE DIOS,Cundinamarca,Agua De Dios,Licitación pública Obra Publica,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10210531,"CONSTRUCCION DE CUBIERTA EN ESTRUCTURA METALICA PARA EL POLIDEPORTIVO QUINCE LETRAS EN EL MUNICIPIO DE AGUA DE DIOS, CUNDINAMARCA DE ACUERDO CON EL CONVENIO NO. ICCU 843 DE 2025"
CO1.REQ.10605754,OBR-SCC-004-2026,63,Borrador de Pliegos,Oportunidad Pre-Licitación,Acero & Metalmecánica,cubierta metálica,"$1,148,077,900 COP",FINVERPAZ,Norte de Santander,Ocaña,Contratación régimen especial,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,"CONSTRUCCIÓN DE LA CUBIERTA METÁLICA Y GRADERÍA DE LA CANCHA
POLIDEPORTIVA EN LA VEREDA EL RECREO DEL MUNICIPIO DE SARDINATA,
DEPARTAMENTO DE NORTE DE SANTANDER"
CO1.REQ.10388557,CIP-ERUDM-2026-12,63,Proceso Activo (Seleccionado),Monitoreo Comercial,Acero & Metalmecánica,estructura metalica,"$1,047,949,118 COP",EMPRESA DE RENOVACION URBANA DE LA DORADA Y EL MAGDALENA CENTRO,Caldas,La Dorada,Contratación régimen especial,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10245427,"SUMINISTRO E INSTALACION DE ESTRUCTURA METALICA EN EL MARCO DE LA AMPLIACIÓN DE LA CENTRAL DE ABASTOS EN EL MUNICIPIO DE LA DORADA, CALDAS"
CO1.REQ.10361347,194-2026-IP,63,Proceso Activo (Seleccionado),Monitoreo Comercial,Energía Solar & Alumbrado Público,alumbrado público,"$1,042,006,569 COP",ESO RIONEGRO S.A.S.,Antioquia,Rionegro,Contratación régimen especial (con ofertas),No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10218184,SUMINISTRO DE LUMINARIAS PARA LA INFRAESTRUCTURA DE ALUMBRADO PÚBLICO DEL MUNICIPIO DE RIONEGRO.
CO1.REQ.10979561,2026.079,63,Proceso Activo (Aprobado),Monitoreo Comercial,Acero & Metalmecánica,estructura metálica,"$1,039,019,346 COP",Empresa de Desarrollo Urbano de La Ceja,Antioquia,La Ceja,Contratación régimen especial,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/STS/Users/Login/Index,"CONSTRUCCIÓN DEL POLIDEPORTIVO DE LA SEDE EDUCATIVA RURAL SAN ANTONIO DE LA I.E.D NUESTRA SEÑORA DEL TRÁNSITO EN LA VEREDA SAN ANTONIO DEL MUNICIPIO DE GUACHETÁ, CUNDINAMARCA, MEDIANTE EL SUMINISTRO, FABRICACIÓN, TRANSPORTE Y MONTAJE DE CUBIERTA EN E"
CO1.REQ.4468983,SI-SI-CD-000-2023,63,Borrador de Pliegos,Oportunidad Pre-Licitación,Energía Solar & Alumbrado Público,alumbrado publico,"$1,016,096,453 COP",MUNICIPIO DE BUCARAMANGA,Santander,Bucaramanga,Contratación directa,No Definido,No Definido,Notificar a clientes contratistas para que soliciten observaciones o preparen propuesta de consorcio.,https://community.secop.gov.co/STS/Users/Login/Index,ACTIVIDADES DE PODA PARA EL DESPEJE DE LUMINARIAS Y REDES QUE INTERFIEREN CON EL ALUMBRADO PUBLICO DEL MUNICIPIO DE BUCARAMANGA
CO1.REQ.10392709,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),63,Adjudicado (Contratista Seleccionado),Lead B2B de Venta Directa,Energía Solar & Alumbrado Público,paneles solares,"$236,685,085 COP",MUNICIPIO DE RIOBLANCO,Tolima,Rioblanco,Selección Abreviada de Menor Cuantía,CONSTRU INNOVANDO SAS,900730010,Contactar al contratista ganador/consorcio para ofrecer suministro y cotización inmediata.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10249309,SUMINISTRO E INSTALACION DE PANELES SOLARES EN LA ZONA RURAL DEL MUNICIPIO DE RIOBLANCO TOLIMA
CO1.REQ.10369192,MC - FRL - SDAS - 003 - 2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),63,Adjudicado (Contratista Seleccionado),Lead B2B de Venta Directa,Energía Solar & Alumbrado Público,alumbrado publico,"$199,999,220 COP",MUNICIPIO DE FORTUL,Arauca,Fortul,Selección Abreviada de Menor Cuantía,CONSTRUCCIONES Y SUMINISTROS TRUJILLO DE LA FUENTE S.A.S,901878498,Contactar al contratista ganador/consorcio para ofrecer suministro y cotización inmediata.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10229589,"RENOVACIÓN Y MANTENIMIENTO AL SISTEMA DE ALUMBRADO PUBLICO DEL MUNICIPIO DE FORTUL, DEPARTAMENTO DE ARAUCA"
CO1.REQ.10967781,MPR-SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),63,Adjudicado (Contratista Seleccionado),Lead B2B de Venta Directa,Energía Solar & Alumbrado Público,alumbrado publico,"$121,166,021 COP",MUNICIPIO PAZ DE RIO**,Boyacá,Paz De Río,Selección Abreviada de Menor Cuantía,INTERPROYECTOS,830128700,Contactar al contratista ganador/consorcio para ofrecer suministro y cotización inmediata.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10822106,"MANTENIMIENTO, MODERNIZACIÓN Y REPOTENCIACIÓN DEL SISTEMA DE ALUMBRADO PUBLICO DEL MUNICIPIO DE PAZ DE RIO"
CO1.REQ.10379467,SASI-001-2026,60,Proceso Activo (Evaluación),Monitoreo Comercial,Construcción & Obra Civil General,escuela,"$1,739,766,873 COP",ESCUELA TALLER CARTAGENA DE INDIAS,No Definido,No Definido,Selección abreviada subasta inversa,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10240025,"SUMINISTRO DE INSUMOS DE COCINA PARA LA PREPARACIÓN DE ALIMENTOS COMO APOYO NUTRICIONAL DE LOS APRENDICES DEL PROYECTO DE FORMACIÓN DE LA ESCUELA TALLER CARTAGENA DE INDIAS 2026, PARA LOS PROGRAMAS DE PUESTA EN VALOR, EJECUCIÓN DEL PROYECTO  PATRIMON"
CO1.REQ.10388238,PN MEPOY SA MC 057 DE 2026 (Manifestación de interés (Menor Cuantía)),60,Proceso Activo (Evaluación),Monitoreo Comercial,Construcción & Obra Civil General,colegio,"$1,220,265,000 COP",POLICIA METROPOLITANA DE POPAYAN,Cauca,No Definido,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10246335,"SUMINISTRO DE COMPONENTES ELÉCTRICOS, MATERIALES DE CONSTRUCCIÓN, FERRETERÍA, CARPINTERÍA PARA ESTRUCTURAS Y EDIFICACIONES, CABLEADO ESTRUCTURADO PARA REDES DE DATOS INTERNAS Y ACCESORIOS, CON DESTINO A LA REGIÓN DE POLICÍA NÚMERO CUATRO, POLICÍA MET"
CO1.REQ.10883129,SA-022-2026,60,Proceso Activo (Evaluación),Monitoreo Comercial,Construcción & Obra Civil General,escenarios deportivos,"$1,138,082,877 COP",INSTITUTO DE DEPORTES Y RECREACION DE MEDELLIN,Antioquia,Medellín,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10738594,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE CUBIERTAS Y CARPINTERIA METÁLICA EN LOS ESCENARIOS DEPORTIVOS Y RECREATIVOS ADMINISTRADOS POR EL INDER MEDELLÍN
CO1.REQ.10968722,SA-022-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),60,Proceso Activo (Abierto),Monitoreo Comercial,Construcción & Obra Civil General,escenarios deportivos,"$1,138,081,869 COP",INSTITUTO DE DEPORTES Y RECREACION DE MEDELLIN,Antioquia,Medellín,Selección Abreviada de Menor Cuantía,No Definido,No Definido,Hacer seguimiento al cierre de ofertas o adjudicación.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10822380,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE CUBIERTAS Y CARPINTERIA METÁLICA EN LOS ESCENARIOS DEPORTIVOS Y RECREATIVOS ADMINISTRADOS POR EL INDER MEDELLÍN
